Triads,TPMA,TPMB,TPMC
Mhu07Ag08670_Mhu07Bg07320_Mhu07Cg06840,7.25478,14.1,7.09996
Mhu07Ag08800_Mhu07Bg07420_Mhu07Cg06870,1135.05,2.33333,1516.64
Mhu07Ag08880_Mhu07Bg07540_Mhu07Cg06920,4.28446,2.33333,13.2623
Mhu07Ag08890_Mhu07Bg07530_Mhu07Cg06930,5.42498,8.7082,5.49217
Mhu07Ag08910_Mhu07Bg07570_Mhu07Cg06960,14.2108,8.65016,8.12254
Mhu07Ag08930_Mhu07Bg07590_Mhu07Cg06970,2.33333,2.33333,2.33333
Mhu07Ag08970_Mhu07Bg07670_Mhu07Cg07010,12.7339,35.2798,17.5888
Mhu07Ag08980_Mhu07Bg07680_Mhu07Cg07020,11.1194,7.34362,10.08
Mhu07Ag09000_Mhu07Bg07690_Mhu07Cg07040,7.04689,42.9365,20.553
Mhu07Ag09010_Mhu07Bg07700_Mhu07Cg07050,2.95942,2.33333,2.33333
Mhu07Ag09030_Mhu07Bg07720_Mhu07Cg07070,3.39869,2.60521,7.24555
Mhu07Ag09040_Mhu07Bg07740_Mhu07Cg07080,6.65871,11.1202,36.3208
Mhu07Ag09060_Mhu07Bg07800_Mhu07Cg07150,2.33333,2.33333,5.17791
Mhu07Ag09070_Mhu07Bg07870_Mhu07Cg07170,14.2108,13.6189,32.5526
Mhu07Ag09090_Mhu07Bg07900_Mhu07Cg07180,2.33333,17.7533,12.5465
Mhu07Ag09100_Mhu07Bg07910_Mhu07Cg07190,2.40896,2.33333,2.33333
Mhu07Ag09150_Mhu07Bg07940_Mhu07Cg07230,41.5194,21.1383,2.41535
Mhu07Ag09230_Mhu07Bg07980_Mhu07Cg07290,2.79951,2.33333,2.62961
Mhu07Ag09250_Mhu07Bg08000_Mhu07Cg07300,10.9652,2.66348,19.46
Mhu07Ag09260_Mhu07Bg08010_Mhu07Cg07310,2.33333,2.33333,2.33333
Mhu07Ag09290_Mhu07Bg08070_Mhu07Cg07370,7.75884,11.5666,16.3467
Mhu07Ag09310_Mhu07Bg08110_Mhu07Cg07400,2.43791,2.33333,2.56874
Mhu07Ag09360_Mhu07Bg08200_Mhu07Cg07450,2.39875,2.33333,2.33333
Mhu07Ag09370_Mhu07Bg08230_Mhu07Cg07470,10.8281,27.5191,14.7444
Mhu07Ag09410_Mhu07Bg08260_Mhu07Cg07490,3.32306,2.97587,3.33977
Mhu07Ag09470_Mhu07Bg08310_Mhu07Cg07560,2.33333,2.33333,2.33333
Mhu07Ag09480_Mhu07Bg08320_Mhu07Cg07580,4.40569,6.13527,8.10853
Mhu07Ag09520_Mhu07Bg08390_Mhu07Cg07600,2.33333,3.14353,3.53703
Mhu07Ag09540_Mhu07Bg08410_Mhu07Cg07610,4.96736,3.38152,2.33333
Mhu07Ag09550_Mhu07Bg08420_Mhu07Cg07620,22.2076,17.9304,22.4636
Mhu07Ag09570_Mhu07Bg08440_Mhu07Cg07660,4.39434,3.77521,5.46521
Mhu07Ag09590_Mhu07Bg08460_Mhu07Cg07680,10.0329,61.1916,5.80817
Mhu07Ag09610_Mhu07Bg08470_Mhu07Cg07700,2.48437,2.90559,2.33333
Mhu07Ag09620_Mhu07Bg08480_Mhu07Cg07710,4.1266,3.14329,7.00147
Mhu07Ag09710_Mhu07Bg08640_Mhu07Cg07880,8.29501,8.63634,4.66321
Mhu07Ag09720_Mhu07Bg08650_Mhu07Cg07900,2.33333,2.33333,37.4517
Mhu07Ag09740_Mhu07Bg08660_Mhu07Cg07910,10.6789,11.413,12.5438
Mhu07Ag09750_Mhu07Bg08670_Mhu07Cg07920,2.33333,2.72599,6.7493
Mhu07Ag09770_Mhu07Bg08680_Mhu07Cg07940,24.3554,16.5701,28.4885
Mhu07Ag09780_Mhu07Bg08690_Mhu07Cg07950,32.3954,29.7172,11.8382
Mhu07Ag09790_Mhu07Bg08700_Mhu07Cg07960,17.2741,27.3507,12.224
Mhu07Ag09970_Mhu07Bg08930_Mhu07Cg08110,128.357,247.543,90.6895
Mhu07Ag09990_Mhu07Bg08950_Mhu07Cg08130,7.11039,7.72581,12.4435
Mhu07Ag10010_Mhu07Bg08960_Mhu07Cg08140,2.68921,2.87659,5.15198
Mhu07Ag10120_Mhu07Bg09030_Mhu07Cg08210,8.55553,2.97436,4.5915
Mhu07Ag10140_Mhu07Bg09050_Mhu07Cg08230,6.46835,12.0095,11.6814
Mhu07Ag10160_Mhu07Bg09060_Mhu07Cg08250,7.69632,22.6085,72.3947
Mhu07Ag10170_Mhu07Bg09070_Mhu07Cg08260,2.61384,6.59281,6.11053
Mhu07Ag10210_Mhu07Bg09100_Mhu07Cg08280,4.40444,2.33333,11.4859
Mhu07Ag10300_Mhu07Bg09130_Mhu07Cg08310,19.4327,15.7792,5.61172
Mhu07Ag10320_Mhu07Bg09160_Mhu07Cg08340,2.43991,2.33333,2.44028
Mhu07Ag10440_Mhu07Bg09270_Mhu07Cg08490,2.33333,2.33333,2.33333
Mhu07Ag10450_Mhu07Bg09280_Mhu07Cg08500,72.2967,9.20102,105.488
Mhu07Ag10520_Mhu07Bg09340_Mhu07Cg08570,2.59906,2.53321,2.36136
Mhu07Ag10530_Mhu07Bg09350_Mhu07Cg08580,24.937,19.0031,34.2537
Mhu07Ag10570_Mhu07Bg09380_Mhu07Cg08620,2.79983,8.01602,3.59445
Mhu07Ag10600_Mhu07Bg09390_Mhu07Cg08660,9.60791,9.31809,4.67175
Mhu07Ag10610_Mhu07Bg09420_Mhu07Cg08680,7.58107,5.34484,7.59308
Mhu07Ag10630_Mhu07Bg09430_Mhu07Cg08700,2.54642,2.33333,6.18594
Mhu07Ag10670_Mhu07Bg09470_Mhu07Cg08760,33.9463,2.33333,32.6234
Mhu07Ag10720_Mhu07Bg09520_Mhu07Cg08790,43.844,22.7411,9.2958
Mhu07Ag10740_Mhu07Bg09540_Mhu07Cg08810,2.33333,2.69283,2.83576
Mhu07Ag10780_Mhu07Bg09550_Mhu07Cg08840,2.33333,4.99528,2.33333
Mhu07Ag10790_Mhu07Bg09600_Mhu07Cg08880,3.56752,2.44237,6.31172
Mhu07Ag10800_Mhu07Bg09610_Mhu07Cg08890,4.03548,3.50039,3.1859
Mhu07Ag11030_Mhu07Bg09710_Mhu07Cg09040,2.95338,4.61924,7.02758
Mhu07Ag11060_Mhu07Bg09750_Mhu07Cg09090,2.33333,2.33333,2.33333
Mhu07Ag11080_Mhu07Bg09770_Mhu07Cg09130,2.33333,2.33333,4.7593
Mhu07Ag11120_Mhu07Bg09830_Mhu07Cg09150,14.8395,21.5087,12.0764
Mhu07Ag11190_Mhu07Bg09920_Mhu07Cg09210,3.61795,24.9709,7.99333
Mhu07Ag11230_Mhu07Bg09970_Mhu07Cg09240,6.26568,9.5916,6.3264
Mhu07Ag11360_Mhu07Bg10040_Mhu07Cg09310,21.5978,14.0713,13.9092
Mhu07Ag11380_Mhu07Bg10090_Mhu07Cg09340,12.5519,15.2422,21.3698
Mhu07Ag11400_Mhu07Bg10110_Mhu07Cg09360,4.08403,2.33333,15.3732
Mhu07Ag11450_Mhu07Bg10190_Mhu07Cg09400,14.8869,14.1606,12.8577
Mhu07Ag11460_Mhu07Bg10200_Mhu07Cg09410,43.7229,22.294,27.6011
Mhu07Ag11500_Mhu07Bg10220_Mhu07Cg09420,19.7602,10.6594,16.297
Mhu07Ag11540_Mhu07Bg10260_Mhu07Cg09490,2.56629,2.46958,2.67466
Mhu07Ag11550_Mhu07Bg10270_Mhu07Cg09500,2.33333,4.27996,23.4469
Mhu07Ag11600_Mhu07Bg10310_Mhu07Cg09540,7.81576,14.3522,11.3321
Mhu07Ag11610_Mhu07Bg10320_Mhu07Cg09550,16.0441,9.89051,2.33333
Mhu07Ag11660_Mhu07Bg10360_Mhu07Cg09590,133.17,419.959,98.2374
Mhu07Ag11670_Mhu07Bg10370_Mhu07Cg09600,3.09883,5.10134,5.11255
Mhu07Ag11700_Mhu07Bg10390_Mhu07Cg09680,9.45098,2.33333,4.90326
Mhu07Ag11760_Mhu07Bg10450_Mhu07Cg09750,2.33333,10.6991,113.917
Mhu07Ag11770_Mhu07Bg10460_Mhu07Cg09760,19.3976,78.3006,13.6407
Mhu07Ag11890_Mhu07Bg10570_Mhu07Cg09840,2.33333,2.33333,2.33333
Mhu07Ag11900_Mhu07Bg10580_Mhu07Cg09850,9.87345,6.49894,16.0547
Mhu07Ag11910_Mhu07Bg10590_Mhu07Cg09860,15.0482,19.547,22.6539
Mhu07Ag11920_Mhu07Bg10600_Mhu07Cg09870,3.87568,5.23224,3.96935
Mhu07Ag11960_Mhu07Bg10660_Mhu07Cg09940,3.1263,2.33333,5.55323
Mhu07Ag11970_Mhu07Bg10690_Mhu07Cg09970,15.0483,11.3035,14.527
Mhu07Ag12040_Mhu07Bg10830_Mhu07Cg10070,14.4417,73.8843,24.7406
Mhu07Ag12060_Mhu07Bg10890_Mhu07Cg10110,2.33333,16.3153,2.33333
Mhu07Ag12120_Mhu07Bg10950_Mhu07Cg10210,2.4518,2.33333,2.33333
Mhu07Ag12140_Mhu07Bg10970_Mhu07Cg10250,15.9405,8.16635,45.5776
Mhu07Ag12170_Mhu07Bg11000_Mhu07Cg10280,2.33333,2.33333,2.33333
Mhu07Ag12200_Mhu07Bg11020_Mhu07Cg10300,2.88785,2.35367,2.33333
Mhu07Ag12210_Mhu07Bg11030_Mhu07Cg10310,42.5042,6.27907,8.83895
Mhu07Ag12230_Mhu07Bg11070_Mhu07Cg10330,2.52592,2.41824,3.3456
Mhu07Ag12280_Mhu07Bg11150_Mhu07Cg10400,7.10932,7.21703,12.0907
Mhu07Ag12300_Mhu07Bg11200_Mhu07Cg10420,2.33333,2.33333,2.69611
Mhu07Ag12330_Mhu07Bg11250_Mhu11Cg09430,6.31614,4.10994,2.94103
Mhu07Ag12340_Mhu07Bg11270_Mhu11Cg09440,3.82867,8.97651,4.4167
Mhu07Ag12350_Mhu07Bg11280_Mhu11Cg09450,2.33333,2.33333,2.33333
Mhu07Ag12360_Mhu07Bg11290_Mhu11Cg09460,3.17222,71.6435,2.33333
Mhu07Ag12400_Mhu07Bg11350_Mhu11Cg09490,2.79023,2.42886,2.52176
Mhu07Ag12450_Mhu07Bg11480_Mhu11Cg09580,2.33333,2.84169,2.39962
Mhu07Ag12490_Mhu07Bg11630_Mhu11Cg09670,5.86076,5.54712,6.58621
Mhu07Ag12540_Mhu07Bg11680_Mhu11Cg09700,2.33333,2.33333,2.33333
Mhu08Ag00130_Mhu08Bg00090_Mhu01Cg21970,14.1297,12.7427,17.497
Mhu08Ag00220_Mhu08Bg00140_Mhu01Cg21840,2.33333,2.33333,2.55102
Mhu08Ag00270_Mhu08Bg00210_Mhu01Cg21790,6.2869,2.41668,2.80077
Mhu08Ag00280_Mhu08Bg00220_Mhu01Cg21780,2.7884,4.97167,2.33333
Mhu08Ag00320_Mhu08Bg00250_Mhu01Cg21750,3.2359,2.33333,2.33333
Mhu08Ag00350_Mhu08Bg00290_Mhu01Cg21720,16.0956,6.24317,11.2567
Mhu08Ag00400_Mhu08Bg00310_Mhu01Cg21670,19.5925,23.051,40.4387
Mhu08Ag00430_Mhu08Bg00330_Mhu01Cg21610,15.313,33.0506,37.5429
Mhu08Ag00500_Mhu08Bg00390_Mhu08Cg06630,20.0663,20.2826,21.7382
Mhu08Ag00530_Mhu08Bg00410_Mhu08Cg06590,8.59445,14.7002,11.2786
Mhu08Ag00590_Mhu08Bg00470_Mhu08Cg06510,8.73304,20.1455,13.5152
Mhu08Ag00830_Mhu08Bg01280_Mhu08Cg05750,29.0727,39.2255,79.4357
Mhu08Ag00860_Mhu08Bg01240_Mhu08Cg05800,4.50637,2.50774,5.66325
Mhu08Ag00880_Mhu08Bg01220_Mhu08Cg05810,2.33333,2.33333,3.05665
Mhu08Ag00910_Mhu08Bg01210_Mhu08Cg05840,34.4674,20.2693,38.6752
Mhu08Ag00920_Mhu08Bg01200_Mhu08Cg05850,5.27184,4.92757,2.33333
Mhu08Ag00940_Mhu08Bg01180_Mhu08Cg05870,2.33333,2.39868,2.33333
Mhu08Ag01090_Mhu08Bg01040_Mhu08Cg05930,7.02385,15.0161,8.68579
Mhu08Ag01100_Mhu08Bg01030_Mhu08Cg05940,43.5434,25.5973,42.0152
Mhu08Ag01280_Mhu08Bg00860_Mhu08Cg06070,7.71303,4.01113,5.59817
Mhu08Ag01340_Mhu08Bg00830_Mhu08Cg06080,24.0281,22.5079,18.4155
Mhu08Ag01350_Mhu08Bg00820_Mhu08Cg06090,7.61209,7.941,10.0221
Mhu08Ag01360_Mhu08Bg00810_Mhu08Cg06100,7.73585,12.6669,19.2876
Mhu08Ag01420_Mhu08Bg00780_Mhu08Cg06150,2.33333,2.33333,2.33333
Mhu08Ag01450_Mhu08Bg00760_Mhu08Cg06170,2.33333,2.33333,2.33333
Mhu08Ag01510_Mhu08Bg00750_Mhu08Cg06230,34.1002,38.1184,29.4974
Mhu08Ag01540_Mhu08Bg00730_Mhu08Cg06260,3.20414,2.72789,2.33333
Mhu08Ag01560_Mhu08Bg00720_Mhu08Cg06280,5.1589,2.33333,2.33333
Mhu08Ag01590_Mhu08Bg00690_Mhu08Cg06300,35.2293,19.0269,9.80917
Mhu08Ag01640_Mhu08Bg00610_Mhu08Cg06370,11.7294,32.014,110.858
Mhu08Ag01660_Mhu08Bg00590_Mhu08Cg06400,21.8812,25.3135,7.96143
Mhu08Ag01670_Mhu08Bg00580_Mhu08Cg06430,2.33333,2.33333,2.33333
Mhu08Ag01850_Mhu08Bg01500_Mhu08Cg05510,4.76154,2.33333,2.33333
Mhu08Ag01880_Mhu08Bg01540_Mhu08Cg05470,3.88905,8.61896,5.96666
Mhu08Ag01960_Mhu08Bg01650_Mhu08Cg05400,4.8147,9.05202,5.01351
Mhu08Ag01990_Mhu08Bg01700_Mhu08Cg05370,2.33333,2.49836,3.26906
Mhu08Ag02010_Mhu08Bg01730_Mhu08Cg05360,3.33608,2.53198,13.1292
Mhu08Ag02020_Mhu08Bg01740_Mhu08Cg05340,6.06182,3.76816,4.63425
Mhu08Ag02040_Mhu08Bg01760_Mhu08Cg05310,3.37015,10.0834,2.4785
Mhu08Ag02050_Mhu08Bg01770_Mhu08Cg05300,104.61,24.9587,30.6633
Mhu08Ag02080_Mhu08Bg01810_Mhu08Cg05290,8.41298,4.43412,7.69976
Mhu08Ag02090_Mhu08Bg01820_Mhu08Cg05280,31.3306,33.8632,16.6275
Mhu08Ag02110_Mhu08Bg01860_Mhu08Cg05210,8.63649,12.8218,10.0728
Mhu08Ag02150_Mhu08Bg01880_Mhu08Cg05200,62.2318,53.471,41.4888
Mhu08Ag02170_Mhu08Bg01890_Mhu08Cg05180,8.0702,10.8414,4.40227
Mhu08Ag02210_Mhu08Bg01930_Mhu08Cg05140,17.5636,22.391,25.271
Mhu08Ag02390_Mhu08Bg02030_Mhu08Cg04980,58.1528,18.9906,34.907
Mhu08Ag02430_Mhu08Bg02060_Mhu08Cg04970,3.04418,3.39718,14.8205
Mhu08Ag02440_Mhu08Bg02090_Mhu08Cg04950,3.21094,2.33333,2.64339
Mhu08Ag02450_Mhu08Bg02100_Mhu08Cg04940,2.33333,33.4659,2.59768
Mhu08Ag02490_Mhu08Bg02140_Mhu08Cg04920,2.33333,6.54155,2.79845
Mhu08Ag02510_Mhu08Bg02160_Mhu08Cg04910,2.33333,2.41717,2.33333
Mhu08Ag02530_Mhu08Bg02170_Mhu08Cg04890,11.9513,12.334,8.14599
Mhu08Ag02550_Mhu08Bg02180_Mhu08Cg04870,3.0413,3.08394,2.81145
Mhu08Ag02560_Mhu08Bg02190_Mhu08Cg04860,2.33333,2.33333,2.33333
Mhu08Ag02610_Mhu08Bg02220_Mhu08Cg04840,2.33333,2.33333,2.33333
Mhu08Ag02620_Mhu08Bg02230_Mhu08Cg04830,2.33333,6.47474,2.87755
Mhu08Ag02670_Mhu08Bg02260_Mhu08Cg04750,33.2081,33.6009,37.7457
Mhu08Ag02690_Mhu08Bg02270_Mhu08Cg04740,2.33333,4.41884,14.2746
Mhu08Ag02720_Mhu08Bg02300_Mhu08Cg04730,2.33333,2.33333,2.33333
Mhu08Ag02740_Mhu08Bg02320_Mhu08Cg04710,5.29312,3.2934,2.65137
Mhu08Ag02760_Mhu08Bg02340_Mhu08Cg04690,3.26731,2.33333,2.33333
Mhu08Ag02780_Mhu08Bg02350_Mhu08Cg04680,242.885,51.4033,573.828
Mhu08Ag02790_Mhu08Bg02360_Mhu08Cg04670,11.2244,8.80217,9.22688
Mhu08Ag02820_Mhu08Bg02380_Mhu08Cg04650,4.4163,6.89246,5.58571
Mhu08Ag02840_Mhu08Bg02400_Mhu08Cg04600,2.33333,2.33333,2.33333
Mhu08Ag02850_Mhu08Bg02420_Mhu08Cg04590,2.33333,2.33333,2.33729
Mhu08Ag02860_Mhu08Bg02430_Mhu08Cg04580,4.61297,5.87049,5.64733
Mhu08Ag02870_Mhu08Bg02440_Mhu08Cg04570,211.552,121.863,2.33333
Mhu08Ag03240_Mhu08Bg02530_Mhu08Cg04520,8.08773,2.79441,23.7983
Mhu08Ag03270_Mhu08Bg02560_Mhu08Cg04510,7.03283,7.11019,2.49239
Mhu08Ag03350_Mhu08Bg02640_Mhu08Cg04460,2.33333,2.80903,2.33333
Mhu08Ag03390_Mhu08Bg02670_Mhu08Cg04410,2.33333,2.33333,2.33333
Mhu08Ag03450_Mhu08Bg02770_Mhu08Cg04390,50.1809,12.4078,3.05666
Mhu08Ag03520_Mhu08Bg02830_Mhu08Cg04340,2.33333,2.33333,2.33333
Mhu08Ag03540_Mhu08Bg02850_Mhu08Cg04330,100.124,69.5379,43.7259
Mhu08Ag03600_Mhu08Bg02890_Mhu08Cg04260,5.76654,10.0109,7.77716
Mhu08Ag03630_Mhu08Bg02900_Mhu08Cg04240,2.40523,2.33333,2.33333
Mhu08Ag03640_Mhu08Bg02920_Mhu08Cg04220,2.33333,2.33333,2.33333
Mhu08Ag03650_Mhu08Bg02930_Mhu08Cg04210,15.2744,13.9543,10.5423
Mhu08Ag03670_Mhu08Bg02960_Mhu08Cg04200,4.50892,3.62921,4.7303
Mhu08Ag03700_Mhu08Bg02980_Mhu08Cg04170,2.65401,2.33333,2.33333
Mhu08Ag03710_Mhu08Bg02990_Mhu08Cg04160,5.31419,8.41201,5.10928
Mhu08Ag03780_Mhu08Bg03010_Mhu08Cg04090,14.6488,13.7196,7.40092
Mhu08Ag03840_Mhu08Bg03080_Mhu08Cg04050,2.33333,2.33333,2.33333
Mhu08Ag03850_Mhu08Bg03100_Mhu08Cg04020,3.69676,4.77969,4.37843
Mhu08Ag03870_Mhu08Bg03140_Mhu08Cg03990,2.55647,2.4371,2.8843
Mhu08Ag03880_Mhu08Bg03150_Mhu08Cg03980,4.1107,2.33333,2.85932
Mhu08Ag03910_Mhu08Bg03160_Mhu08Cg03950,6.08124,12.2193,11.1416
Mhu08Ag03930_Mhu08Bg03170_Mhu08Cg03930,21.6987,71.8117,45.2791
Mhu08Ag04150_Mhu08Bg03390_Mhu08Cg03750,187.612,43.9866,124.627
Mhu08Ag04220_Mhu08Bg03460_Mhu08Cg03680,2.33333,2.33333,2.33333
Mhu08Ag04230_Mhu08Bg03470_Mhu08Cg03670,2.33333,2.33333,2.33333
Mhu08Ag04300_Mhu08Bg03530_Mhu08Cg03600,3.88921,2.33333,7.55705
Mhu08Ag04340_Mhu08Bg03580_Mhu08Cg03580,2.33333,2.33333,3.20723
Mhu08Ag04350_Mhu08Bg03600_Mhu08Cg03570,2.33333,2.33333,2.33333
Mhu08Ag04370_Mhu08Bg03650_Mhu08Cg03520,4.98542,7.02188,24.94
Mhu08Ag04400_Mhu08Bg03680_Mhu08Cg03480,6.27827,3.14377,2.33333
Mhu08Ag04410_Mhu08Bg03690_Mhu08Cg03470,11.2712,2.59986,3.76239
Mhu08Ag04440_Mhu08Bg03720_Mhu08Cg03440,3.26354,3.58458,2.66635
Mhu08Ag04600_Mhu08Bg04000_Mhu08Cg03300,2.33333,3.62569,2.68309
Mhu08Ag04710_Mhu08Bg04130_Mhu08Cg03210,8.06261,52.4489,24.2783
Mhu08Ag04720_Mhu08Bg04170_Mhu08Cg03180,3.68096,3.34054,2.77355
Mhu08Ag04750_Mhu08Bg04220_Mhu08Cg03160,2.33333,2.33333,2.33333
Mhu08Ag04790_Mhu08Bg04250_Mhu08Cg03140,2.33333,6.40438,18.0534
Mhu08Ag04800_Mhu08Bg04260_Mhu08Cg03110,3.08217,2.78696,2.33333
Mhu08Ag04870_Mhu08Bg04330_Mhu08Cg02990,14.6335,14.6373,10.3696
Mhu08Ag04910_Mhu08Bg04350_Mhu08Cg02950,3.91418,2.33333,3.97657
Mhu08Ag04930_Mhu08Bg04370_Mhu08Cg02930,13.9503,4.73418,12.7274
Mhu08Ag04980_Mhu08Bg04390_Mhu08Cg02880,2.33333,2.33333,2.33333
Mhu08Ag05000_Mhu08Bg04400_Mhu08Cg02860,2.33333,4.45656,4.23386
Mhu08Ag05020_Mhu08Bg04420_Mhu08Cg02840,2.65223,2.33333,2.33333
Mhu08Ag05090_Mhu08Bg04490_Mhu08Cg02770,4.00492,8.48578,13.5592
Mhu08Ag05100_Mhu08Bg04500_Mhu08Cg02760,2.33333,2.33333,2.33333
Mhu08Ag05170_Mhu08Bg04550_Mhu08Cg02670,54.4092,14.4349,29.4506
Mhu08Ag05180_Mhu08Bg04560_Mhu08Cg02660,5.32394,4.64438,3.67484
Mhu08Ag05190_Mhu08Bg04570_Mhu08Cg02650,26.5321,41.9216,12.4218
Mhu08Ag05240_Mhu08Bg04620_Mhu08Cg02580,49.2079,7.41343,10.598
Mhu08Ag05270_Mhu08Bg04660_Mhu08Cg02540,19.2454,13.9244,18.9742
Mhu08Ag05280_Mhu08Bg04670_Mhu08Cg02530,13.1742,7.56869,9.58195
Mhu08Ag05290_Mhu08Bg04680_Mhu08Cg02520,8.56329,7.25492,8.66571
Mhu08Ag05350_Mhu08Bg04750_Mhu08Cg02460,8.07385,2.52537,7.27034
Mhu08Ag05360_Mhu08Bg04760_Mhu08Cg02450,10.8669,2.33333,9.76701
Mhu08Ag05370_Mhu08Bg04770_Mhu08Cg02430,29.275,41.4767,35.0549
Mhu08Ag05390_Mhu08Bg04820_Mhu08Cg02370,3.93314,8.07016,5.1867
Mhu08Ag05550_Mhu08Bg04910_Mhu08Cg02270,3.06511,3.53403,23.3193
Mhu08Ag05640_Mhu08Bg04970_Mhu08Cg02220,37.5274,28.8754,39.8042
Mhu08Ag05660_Mhu08Bg04990_Mhu08Cg02200,38.0709,21.0702,5.70837
Mhu08Ag05750_Mhu08Bg05050_Mhu08Cg02150,2.33333,2.33519,2.33333
Mhu08Ag05950_Mhu08Bg05210_Mhu08Cg02060,112.247,73.082,10.7244
Mhu08Ag05980_Mhu08Bg05230_Mhu08Cg02030,2.33333,2.33333,2.33333
Mhu08Ag06050_Mhu08Bg05330_Mhu08Cg01970,7.85019,4.15203,3.33034
Mhu08Ag06320_Mhu08Bg05480_Mhu08Cg01830,25.9943,305.388,93.883
Mhu08Ag06380_Mhu08Bg05530_Mhu08Cg01790,3.41751,6.67851,4.28382
Mhu08Ag06400_Mhu08Bg05550_Mhu08Cg01770,10.0613,15.4927,21.461
Mhu08Ag06410_Mhu08Bg05560_Mhu08Cg01750,2.33333,2.33333,2.46441
Mhu08Ag06500_Mhu08Bg05700_Mhu08Cg01710,46.3625,12.4813,7.80785
Mhu08Ag06540_Mhu08Bg05760_Mhu09Cg01590,9.15805,18.6839,4.35853
Mhu08Ag06710_Mhu08Bg05940_Mhu08Cg01650,13.3361,2.33333,12.177
Mhu08Ag06720_Mhu08Bg05950_Mhu08Cg01640,9.31699,2.46303,2.33333
Mhu08Ag06740_Mhu08Bg05960_Mhu08Cg01620,25.5879,34.227,27.1569
Mhu08Ag06770_Mhu08Bg05990_Mhu08Cg01610,2.33333,2.33333,2.33333
Mhu08Ag06990_Mhu08Bg06170_Mhu08Cg01410,10.9879,6.06332,11.4932
Mhu08Ag07030_Mhu08Bg06200_Mhu08Cg01370,10.4638,14.3441,14.0457
Mhu08Ag07190_Mhu08Bg06350_Mhu08Cg01230,12.1649,12.3173,15.17
Mhu08Ag07340_Mhu08Bg06540_Mhu11Cg09120,10.8502,3.66808,17.0606
Mhu08Ag07380_Mhu08Bg06560_Mhu11Cg09130,44.4113,20.3603,61.3463
Mhu08Ag07420_Mhu08Bg06440_Mhu11Cg09150,3.04208,2.72483,7.42409
Mhu08Ag07430_Mhu08Bg06420_Mhu11Cg09160,8.08981,2.33333,16.6546
Mhu08Ag07510_Mhu08Bg07010_Mhu11Cg09250,2.74201,2.56118,2.56205
Mhu08Ag07610_Mhu08Bg07100_Mhu11Cg09290,15.4531,6.50438,8.66327
Mhu08Ag07640_Mhu08Bg07130_Mhu11Cg09300,2.42562,8.99279,5.33852
Mhu08Ag07740_Mhu08Bg07190_Mhu11Cg09320,31.4431,9.70052,24.5697
Mhu08Ag07760_Mhu08Bg07220_Mhu11Cg09330,8.34725,10.9763,2.33333
Mhu08Ag07770_Mhu08Bg07230_Mhu11Cg09340,3.60339,2.33333,68.6831
Mhu08Ag08020_Mhu08Bg07340_Mhu11Cg09390,26.63,6.4565,26.7738
Mhu08Ag08060_Mhu08Bg07350_Mhu11Cg09410,2.33333,2.33333,2.33333
Mhu08Ag08070_Mhu08Bg07370_Mhu11Cg09420,6.09925,3.79396,4.14259
Mhu08Ag08130_Mhu08Bg07410_Mhu07Cg10470,2.33333,2.33333,2.33333
Mhu08Ag08140_Mhu08Bg07450_Mhu07Cg10480,8.16972,5.70754,8.83121
Mhu08Ag08180_Mhu08Bg07470_Mhu07Cg10500,18.6058,17.4378,29.2143
Mhu08Ag08200_Mhu08Bg07510_Mhu07Cg10530,149.626,167.466,3.88358
Mhu08Ag08210_Mhu08Bg07520_Mhu07Cg10540,31.5144,6.97311,20.1567
Mhu08Ag08420_Mhu08Bg07650_Mhu07Cg10630,3.96021,7.80328,3.27794
Mhu08Ag08550_Mhu08Bg07720_Mhu07Cg10700,17.9967,15.7432,4.88141
Mhu08Ag08740_Mhu08Bg07870_Mhu07Cg10730,3.10979,4.05558,2.8915
Mhu08Ag08870_Mhu08Bg07970_Mhu07Cg10780,33.2763,33.6059,5.5732
Mhu08Ag09930_Mhu08Bg08460_Mhu09Cg07940,63.5243,7.80393,7.5229
Mhu08Ag09940_Mhu08Bg08470_Mhu09Cg07950,6.23085,7.08029,5.59542
Mhu08Ag10130_Mhu08Bg08630_Mhu09Cg08050,24.1771,3.57703,17.378
Mhu08Ag10180_Mhu08Bg08670_Mhu09Cg08150,10.28,11.5818,7.02705
Mhu08Ag10280_Mhu08Bg08760_Mhu09Cg08180,2.33333,2.33333,2.33333
Mhu08Ag10290_Mhu08Bg08770_Mhu09Cg08190,2.47519,26.7536,22.9314
Mhu08Ag10380_Mhu08Bg08930_Mhu09Cg08250,2.56245,2.54161,4.03612
Mhu08Ag10390_Mhu08Bg08940_Mhu09Cg08260,3.48882,6.24076,3.80093
Mhu08Ag10430_Mhu08Bg08990_Mhu09Cg08300,36.9911,46.6947,81.5804
Mhu08Ag10450_Mhu08Bg09030_Mhu09Cg08330,18.3636,2.9984,3.64716
Mhu08Ag10510_Mhu08Bg09130_Mhu09Cg08420,33.6741,11.6487,6.7714
Mhu08Ag10520_Mhu08Bg09140_Mhu09Cg08440,2.56052,2.42621,2.33333
Mhu08Ag10540_Mhu08Bg09160_Mhu09Cg08470,25.1139,9.13028,2.33333
Mhu08Ag10550_Mhu08Bg09170_Mhu09Cg08480,2.33333,2.33333,2.33333
Mhu08Ag10610_Mhu08Bg09230_Mhu09Cg08530,9.88937,24.4375,22.0802
